Main_category,Sub_category,Item,Conditions,Effective_date,Unit_cost
SÉR- OG STJÓRNKERFI,Dyrasíma- og bjöllukerfi,Kassi fyrir dyrasíma,-,01.01.2000,1.5
SÉR- OG STJÓRNKERFI,Dyrasíma- og bjöllukerfi,"PLC stýritölva, hver eining <= 45mm á breidd",=>6 einingar,01.01.2000,3
SÉR- OG STJÓRNKERFI,Dyrasíma- og bjöllukerfi,"PLC stýritölva, hver eining <= 45mm á breidd",1-2 einingar,01.01.2000,1.2
SÉR- OG STJÓRNKERFI,Dyrasíma- og bjöllukerfi,"PLC stýritölva, hver eining <= 45mm á breidd",3-5 einingar,01.01.2000,2.1
SÉR- OG STJÓRNKERFI,Dyrasíma- og bjöllukerfi,Rafgeymir,-,01.01.2000,4
SÉR- OG STJÓRNKERFI,Dyrasíma- og bjöllukerfi,Rafopnuð skrá,-,01.01.2000,1.75
SÉR- OG STJÓRNKERFI,Dyrasíma- og bjöllukerfi,Smáspennukló 2 pinna,-,01.01.2000,1.5
SÉR- OG STJÓRNKERFI,Dyrasíma- og bjöllukerfi,Smáspennukló 4-6 pinna,-,01.01.2000,2
SÉR- OG STJÓRNKERFI,Dyrasíma- og bjöllukerfi,Smáspennukló 9-25 pinna,-,01.01.2000,2.5
SÉR- OG STJÓRNKERFI,Dyrasíma- og bjöllukerfi,Smáspennutengill 2 pinna,if.,01.01.2000,1.5
SÉR- OG STJÓRNKERFI,Dyrasíma- og bjöllukerfi,Smáspennutengill 2 pinna,ul.,01.01.2000,1.7
SÉR- OG STJÓRNKERFI,Dyrasíma- og bjöllukerfi,Smáspennutengill 4-6 pinna,if.,01.01.2000,2
SÉR- OG STJÓRNKERFI,Dyrasíma- og bjöllukerfi,Smáspennutengill 4-6 pinna,ul.,01.01.2000,2.2
SÉR- OG STJÓRNKERFI,Dyrasíma- og bjöllukerfi,Smáspennutengill 9-25 pinna,if.,01.01.2000,2.5
SÉR- OG STJÓRNKERFI,Dyrasíma- og bjöllukerfi,Smáspennutengill 9-25 pinna,ul.,01.01.2000,2.7
SÉR- OG STJÓRNKERFI,Dyrasíma- og bjöllukerfi,Spennir og afriðill fyrir dyrasíma 50 VA,-,01.01.2000,1.5
SÉR- OG STJÓRNKERFI,Dyrasíma- og bjöllukerfi,Spennugjafi fyrir dyrasíma,-,01.01.2000,2.5
SÉR- OG STJÓRNKERFI,Dyrasíma- og bjöllukerfi,Stjórnstöð fyrir ~30 íbúðir,"uppsetning, tenging og forritun, heildarverð ",07.10.2024,0
SÉR- OG STJÓRNKERFI,Dyrasíma- og bjöllukerfi,Suðari,-,01.01.2000,0.85
SÉR- OG STJÓRNKERFI,Dyrasíma- og bjöllukerfi,Talsperra,-,01.01.2000,0.75
SÉR- OG STJÓRNKERFI,Dyrasíma- og bjöllukerfi,Tekið úr fyrir skrá,-,01.01.2000,5
SÉR- OG STJÓRNKERFI,Dyrasíma- og bjöllukerfi,Tengt tæki,-,01.01.2000,1
SÉR- OG STJÓRNKERFI,Dyrasíma- og bjöllukerfi,Útistöð dyrasíma <=5 hnappar,sett upp og tengd ,01.01.2000,4.2
SÉR- OG STJÓRNKERFI,Dyrasíma- og bjöllukerfi,Útistöð dyrasíma 11-15 hnappar,sett upp og tengd ,01.01.2000,8
SÉR- OG STJÓRNKERFI,Dyrasíma- og bjöllukerfi,Útistöð dyrasíma 6-10 hnappar,sett upp og tengd ,01.01.2000,6.3
SÉR- OG STJÓRNKERFI,Dyrasíma- og bjöllukerfi,Vendir,-,01.01.2000,0.75
SÉR- OG STJÓRNKERFI,Fjarskiptaskápar,Smáspennuskápur 1-6U,uppsetning á tómum skáp m/festingum,12.06.2025,4
SÉR- OG STJÓRNKERFI,Fjarskiptaskápar,Smáspennuskápur 1-6U,uppsetning með samsetningu,12.06.2025,6
SÉR- OG STJÓRNKERFI,Fjarskiptaskápar,Smáspennuskápur 13-18U,uppsetning á tómum skáp m/festingum,12.06.2025,6
SÉR- OG STJÓRNKERFI,Fjarskiptaskápar,Smáspennuskápur 13-18U,uppsetning með samsetningu,12.06.2025,9
SÉR- OG STJÓRNKERFI,Fjarskiptaskápar,Smáspennuskápur 19-24U,uppsetning á tómum skáp m/festingum,12.06.2025,7
SÉR- OG STJÓRNKERFI,Fjarskiptaskápar,Smáspennuskápur 19-24U,uppsetning með samsetningu,12.06.2025,10.5
SÉR- OG STJÓRNKERFI,Fjarskiptaskápar,Smáspennuskápur 25-30U,uppsetning á tómum skáp m/festingum,12.06.2025,8
SÉR- OG STJÓRNKERFI,Fjarskiptaskápar,Smáspennuskápur 25-30U,uppsetning með samsetningu,12.06.2025,12
SÉR- OG STJÓRNKERFI,Fjarskiptaskápar,Smáspennuskápur 31-36U,uppsetning á tómum skáp m/festingum,12.06.2025,9
SÉR- OG STJÓRNKERFI,Fjarskiptaskápar,Smáspennuskápur 31-36U,uppsetning með samsetningu,12.06.2025,13.5
SÉR- OG STJÓRNKERFI,Fjarskiptaskápar,Smáspennuskápur 37-48U,uppsetning á tómum skáp m/festingum,12.06.2025,11
SÉR- OG STJÓRNKERFI,Fjarskiptaskápar,Smáspennuskápur 37-48U,uppsetning með samsetningu,12.06.2025,16.5
SÉR- OG STJÓRNKERFI,Fjarskiptaskápar,Smáspennuskápur 7-12U,uppsetning á tómum skáp m/festingum,12.06.2025,5
SÉR- OG STJÓRNKERFI,Fjarskiptaskápar,Smáspennuskápur 7-12U,uppsetning með samsetningu,12.06.2025,7.5
SÉR- OG STJÓRNKERFI,Fjarskiptaskápar,"Smáspennuspjald/grind/eining >= 0,6 m² í töflu",fest með 4 skrúfum,18.11.2025,3
SÉR- OG STJÓRNKERFI,Fjarskiptaskápar,"Smáspennuspjald/grind/eining 0,1 - 0,5 m² í töflu",fest með 4 skrúfum,18.11.2025,1.5
SÉR- OG STJÓRNKERFI,Fjarskiptaskápar,Smáspennutafla innfelld HxB ~500 x ~350 mm,uppsetning,12.06.2025,4
SÉR- OG STJÓRNKERFI,Fjarskiptaskápar,Smáspennutafla innfelld HxB ~600 x ~350 mm,uppsetning,12.06.2025,4
SÉR- OG STJÓRNKERFI,Fjarskiptaskápar,Smáspennutafla innfelld HxB ~700 x ~350 mm,uppsetning,12.06.2025,4
SÉR- OG STJÓRNKERFI,Fjarskiptaskápar,"Snúningseining, fjarskiptaskáp",-,01.12.2007,3.5
SÉR- OG STJÓRNKERFI,Fjarskiptastrengir,Bus strengur,í RT rennu eða ídreginn,01.12.2007,0.29
SÉR- OG STJÓRNKERFI,Fjarskiptastrengir,Bus strengur,Lagt í strengstiga eða bakka,01.12.2007,0.25
SÉR- OG STJÓRNKERFI,Fjarskiptastrengir,Bus strengur,Spenntur,01.12.2007,0.5
SÉR- OG STJÓRNKERFI,Fjarskiptastrengir,Cat5 tölvu- og símastrengur,í RT rennu eða ídreginn,14.10.2024,0.25
SÉR- OG STJÓRNKERFI,Fjarskiptastrengir,Cat5 tölvu- og símastrengur,lagður í strengstiga eða bakka,01.07.2024,0.13
SÉR- OG STJÓRNKERFI,Fjarskiptastrengir,Cat5 tölvu- og símastrengur,spenntur,14.10.2024,0.5
SÉR- OG STJÓRNKERFI,Fjarskiptastrengir,Cat6 tölvu- og símastrengur,í RT rennu eða ídreginn,14.10.2024,0.29
SÉR- OG STJÓRNKERFI,Fjarskiptastrengir,Cat6 tölvu- og símastrengur,lagður í strengstiga eða bakka,01.07.2024,0.16
SÉR- OG STJÓRNKERFI,Fjarskiptastrengir,Cat6 tölvu- og símastrengur,spenntur,14.10.2024,0.54
SÉR- OG STJÓRNKERFI,Fjarskiptastrengir,Cat6 tölvu- og símastrengur skermaður,í RT rennu eða ídreginn,07.10.2024,0.46
SÉR- OG STJÓRNKERFI,Fjarskiptastrengir,Cat6 tölvu- og símastrengur skermaður,lagður í strengstiga eða bakka,07.10.2024,0.25
SÉR- OG STJÓRNKERFI,Fjarskiptastrengir,Cat6 tölvu- og símastrengur skermaður,spenntur,07.10.2024,0.71
SÉR- OG STJÓRNKERFI,Fjarskiptastrengir,Coax strengur 10 mm RG-11,í RT rennu eða ídreginn,01.12.2007,0.7
SÉR- OG STJÓRNKERFI,Fjarskiptastrengir,Coax strengur 10 mm RG-11,Lagt í strengstiga og bakka,01.12.2007,0.34
SÉR- OG STJÓRNKERFI,Fjarskiptastrengir,Coax strengur 10 mm RG-11,Spenntur,01.12.2007,1
SÉR- OG STJÓRNKERFI,Fjarskiptastrengir,Coax strengur 5-7mm,í RT rennu eða ídreginn,01.12.2007,0.29
SÉR- OG STJÓRNKERFI,Fjarskiptastrengir,Coax strengur 5-7mm,Lagt í strengstiga eða bakka,01.12.2007,0.25
SÉR- OG STJÓRNKERFI,Fjarskiptastrengir,Coax strengur 5-7mm,Spenntur,01.12.2007,0.5
SÉR- OG STJÓRNKERFI,Fjarskiptastrengir,"Dyrasímakerfi, strengur",dreginn í rör,27.01.2025,0.46
SÉR- OG STJÓRNKERFI,Fjarskiptastrengir,Ljósleiðari multi mode 8 þræðir,í RT rennu eða ídreginn,30.06.2026,0
SÉR- OG STJÓRNKERFI,Fjarskiptastrengir,Ljósleiðari multi mode 8 þræðir,lagður í strengstiga eða bakka,30.06.2026,0
SÉR- OG STJÓRNKERFI,Fjarskiptastrengir,Ljósleiðari multi mode 8 þræðir,spenntur,30.06.2026,0
SÉR- OG STJÓRNKERFI,Fjarskiptastrengir,Ljósleiðari single mode 2 þræðir,í RT rennu eða ídreginn,27.01.2025,0.46
SÉR- OG STJÓRNKERFI,Fjarskiptastrengir,Ljósleiðari single mode 2 þræðir,lagður í strengstiga eða bakka,27.01.2025,0.3
SÉR- OG STJÓRNKERFI,Fjarskiptastrengir,Ljósleiðari single mode 2 þræðir,spenntur,27.01.2025,0.71
SÉR- OG STJÓRNKERFI,Fjarskiptastrengir,Ljósleiðari single mode 4 þræðir,í RT rennu eða ídreginn,21.02.2025,0.46
SÉR- OG STJÓRNKERFI,Fjarskiptastrengir,Ljósleiðari single mode 4 þræðir,lagður í strengstiga eða bakka,21.02.2025,0.3
SÉR- OG STJÓRNKERFI,Fjarskiptastrengir,Ljósleiðari single mode 4 þræðir,spenntur,21.02.2025,0.71
SÉR- OG STJÓRNKERFI,Fjarskiptastrengir,Ljósleiðari single mode 6 þræðir,í RT rennu eða ídreginn,21.02.2025,0.46
SÉR- OG STJÓRNKERFI,Fjarskiptastrengir,Ljósleiðari single mode 6 þræðir,lagður í strengstiga eða bakka,21.02.2025,0.3
SÉR- OG STJÓRNKERFI,Fjarskiptastrengir,Ljósleiðari single mode 6 þræðir,spenntur,21.02.2025,0.71
SÉR- OG STJÓRNKERFI,Fjarskiptastrengir,Ljósleiðari single mode 8 þræðir,í RT rennu eða ídreginn,30.06.2026,0
SÉR- OG STJÓRNKERFI,Fjarskiptastrengir,Ljósleiðari single mode 8 þræðir,lagður í strengstiga eða bakka,30.06.2026,0
SÉR- OG STJÓRNKERFI,Fjarskiptastrengir,Ljósleiðari single mode 8 þræðir,spenntur,30.06.2026,0
SÉR- OG STJÓRNKERFI,Fjarskiptastrengir,"Parsnúinn strengur 11-20x2/0,7q",í RT rennu eða ídreginn,07.10.2024,0.29
SÉR- OG STJÓRNKERFI,Fjarskiptastrengir,"Parsnúinn strengur 11-20x2/0,7q",lagður í strengstiga eða bakka,07.10.2024,0.16
SÉR- OG STJÓRNKERFI,Fjarskiptastrengir,"Parsnúinn strengur 11-20x2/0,7q",spenntur,07.10.2024,0.54
SÉR- OG STJÓRNKERFI,Fjarskiptastrengir,"Parsnúinn strengur 21-30x2/0,7q",í RT rennu eða ídreginn,07.10.2024,0.46
SÉR- OG STJÓRNKERFI,Fjarskiptastrengir,"Parsnúinn strengur 21-30x2/0,7q",lagður í strengstiga eða bakka,07.10.2024,0.25
SÉR- OG STJÓRNKERFI,Fjarskiptastrengir,"Parsnúinn strengur 21-30x2/0,7q",spenntur,07.10.2024,0.71
SÉR- OG STJÓRNKERFI,Fjarskiptastrengir,"Parsnúinn strengur 31-40x2/0,7q",í RT rennu eða ídreginn,01.12.2007,0.7
SÉR- OG STJÓRNKERFI,Fjarskiptastrengir,"Parsnúinn strengur 31-40x2/0,7q",Lagt í strengstiga eða bakka,01.12.2007,0.34
SÉR- OG STJÓRNKERFI,Fjarskiptastrengir,"Parsnúinn strengur 31-40x2/0,7q",Spenntur,01.12.2007,1
SÉR- OG STJÓRNKERFI,Fjarskiptastrengir,"Parsnúinn strengur 41-50x2/0,7q",í RT rennu eða ídreginn,01.12.2007,0.83
SÉR- OG STJÓRNKERFI,Fjarskiptastrengir,"Parsnúinn strengur 41-50x2/0,7q",Lagt í strengstiga eða bakka,01.12.2007,0.41
SÉR- OG STJÓRNKERFI,Fjarskiptastrengir,"Parsnúinn strengur 41-50x2/0,7q",Spenntur,01.12.2007,1.13
SÉR- OG STJÓRNKERFI,Fjarskiptastrengir,"Parsnúinn strengur a.o.m. 10x2/0,7q",í RT rennu eða ídreginn,07.10.2024,0.25
SÉR- OG STJÓRNKERFI,Fjarskiptastrengir,"Parsnúinn strengur a.o.m. 10x2/0,7q",lagður í strengstiga eða bakka,07.10.2024,0.13
SÉR- OG STJÓRNKERFI,Fjarskiptastrengir,"Parsnúinn strengur a.o.m. 10x2/0,7q",spenntur,07.10.2024,0.5
SÉR- OG STJÓRNKERFI,Fjarskiptastrengir,"Parsnúinn strengur a.o.m. 50-100x2x0,7q",í RT rennu eða ídreginn,01.12.2007,0.93
SÉR- OG STJÓRNKERFI,Fjarskiptastrengir,"Parsnúinn strengur a.o.m. 50-100x2x0,7q",Lagt í strengstiga eða bakka,01.12.2007,0.51
SÉR- OG STJÓRNKERFI,Fjarskiptastrengir,"Parsnúinn strengur a.o.m. 50-100x2x0,7q",Spenntur,01.12.2007,1.23
SÉR- OG STJÓRNKERFI,Fjarskiptastrengir,Tengisnúra Cat5e 1m,-,15.07.2010,0.6
SÉR- OG STJÓRNKERFI,Fjarskiptastrengir,Tengisnúra Cat5e 3 m,-,15.07.2010,0.6
SÉR- OG STJÓRNKERFI,Fjarskiptastrengir,Tengisnúra Cat6 1 m,-,15.07.2010,0.6
SÉR- OG STJÓRNKERFI,Fjarskiptastrengir,Tengisnúra Cat6 3 m,-,15.07.2010,0.6
SÉR- OG STJÓRNKERFI,Fjarskiptatenglar,RJ45 tengi (moli),settur á enda cat 5e eða cat 6 strengs,19.05.2016,1.51
SÉR- OG STJÓRNKERFI,Fjarskiptatenglar,RJ45 tengi (moli),settur á enda skermaðs cat 6 strengs,19.05.2016,1.66
SÉR- OG STJÓRNKERFI,Fjarskiptatenglar,RJ45 tengill Cat5e eða Cat6,uppsetning og tenging,19.05.2021,1.51
SÉR- OG STJÓRNKERFI,Fjarskiptatenglar,RJ45 tengill Cat5e eða Cat6 tvöfaldur,uppsetning og tenging,19.05.2016,2.77
SÉR- OG STJÓRNKERFI,Fjarskiptatenglar,RJ45 tengill Cat6 skermaður,uppsetning og tenging,19.05.2016,1.66
SÉR- OG STJÓRNKERFI,Fjarskiptatenglar,RJ45 tengill Cat6 skermaður tvöfaldur,uppsetning og tenging,19.05.2016,2.92
SÉR- OG STJÓRNKERFI,Fjarskiptatenglar,Símakló (ekki lóðuð)  ATH!,-,01.01.2000,0.4
SÉR- OG STJÓRNKERFI,Fjarskiptatenglar,Símatengill fjarskiptatengill RJ45  ATH!,if.,08.09.2008,1
SÉR- OG STJÓRNKERFI,Fjarskiptatenglar,Símatengill fjarskiptatengill RJ45  ATH!,ul.,01.01.2000,1.2
SÉR- OG STJÓRNKERFI,Handboðar fyrir númerað brunaviðvörunarkerfi,Handboði,settur á dós,01.03.2014,2.5
SÉR- OG STJÓRNKERFI,Handboðar fyrir númerað brunaviðvörunarkerfi,Handboði,utanál. á vegg,01.03.2014,2.99
SÉR- OG STJÓRNKERFI,Handboðar fyrir rásaskipt brunaviðvörunarkerfi,Brotrofi,á vegg utanál.,09.02.2016,2.69
SÉR- OG STJÓRNKERFI,Handboðar fyrir rásaskipt brunaviðvörunarkerfi,Brotrofi,í dós,09.02.2016,2.2
SÉR- OG STJÓRNKERFI,Handboðar fyrir rásaskipt brunaviðvörunarkerfi,Handboði,settur á dós,21.10.2024,1.9
SÉR- OG STJÓRNKERFI,Handboðar fyrir rásaskipt brunaviðvörunarkerfi,Handboði,utanáliggjandi á vegg,21.10.2024,2.99
SÉR- OG STJÓRNKERFI,"Hitablásarar, ofnar og hitakútar",Þilofn 1000 W,uppsetning og tenging,11.02.2025,2.4
SÉR- OG STJÓRNKERFI,"Hitablásarar, ofnar og hitakútar",Þilofn 1000 W,"uppsetning, tilbúinn með lausataug",11.02.2025,1.2
SÉR- OG STJÓRNKERFI,"Hitablásarar, ofnar og hitakútar",Þilofn 1200 W,uppsetning og tenging,11.02.2025,2.4
SÉR- OG STJÓRNKERFI,"Hitablásarar, ofnar og hitakútar",Þilofn 1200 W,"uppsetning, tilbúinn með lausataug",11.02.2025,1.2
SÉR- OG STJÓRNKERFI,"Hitablásarar, ofnar og hitakútar",Þilofn 1500 W,uppsetning og tenging,11.02.2025,2.4
SÉR- OG STJÓRNKERFI,"Hitablásarar, ofnar og hitakútar",Þilofn 1500 W,"uppsetning, tilbúinn með lausataug",11.02.2025,1.2
SÉR- OG STJÓRNKERFI,"Hitablásarar, ofnar og hitakútar",Þilofn 300 W,uppsetning og tenging,11.02.2025,2
SÉR- OG STJÓRNKERFI,"Hitablásarar, ofnar og hitakútar",Þilofn 300 W,"uppsetning, tilbúnir með lausataug",11.02.2025,1
SÉR- OG STJÓRNKERFI,"Hitablásarar, ofnar og hitakútar",Þilofn 400 W,uppsetning og tenging,11.02.2025,2
SÉR- OG STJÓRNKERFI,"Hitablásarar, ofnar og hitakútar",Þilofn 400 W,"uppsetning, tilbúinn með lausataug",11.02.2025,1
SÉR- OG STJÓRNKERFI,"Hitablásarar, ofnar og hitakútar",Þilofn 600 W,uppsetning og tenging,11.02.2025,2
SÉR- OG STJÓRNKERFI,"Hitablásarar, ofnar og hitakútar",Þilofn 600 W,"uppsetning, tilbúinn með lausataug",11.02.2025,1
SÉR- OG STJÓRNKERFI,"Hitablásarar, ofnar og hitakútar",Þilofn 800 W,uppsetning og tenging,11.02.2025,2
SÉR- OG STJÓRNKERFI,"Hitablásarar, ofnar og hitakútar",Þilofn 800 W,"uppsetning, tilbúinn með lausataug",11.02.2025,1
SÉR- OG STJÓRNKERFI,Hitastrengir og mottur,Hitastrengur,Festur á rör,01.12.2007,0.18
SÉR- OG STJÓRNKERFI,Hitastrengir og mottur,Hitastrengur,Lagður í þakrennuniðurfall,01.12.2007,0.29
SÉR- OG STJÓRNKERFI,Hitastrengir og mottur,Hitastrengur,"Spenntur, festur á gólf",01.12.2007,0.54
SÉR- OG STJÓRNKERFI,Hljóð- og myndkerfi,Hátalarakló 2 pinna,-,01.01.2000,0.4
SÉR- OG STJÓRNKERFI,Hljóð- og myndkerfi,Hátalaratengill,if.,01.01.2000,0.7
SÉR- OG STJÓRNKERFI,Hljóð- og myndkerfi,Hátalaratengill,ul.,01.01.2000,0.9
SÉR- OG STJÓRNKERFI,Hljóð- og myndkerfi,"Hátalari, lítill",-,01.01.2000,1.5
SÉR- OG STJÓRNKERFI,Hljóð- og myndkerfi,Hljóðmagnari  ATH!,-,15.07.2010,0.8
SÉR- OG STJÓRNKERFI,Hurðarpumpur og spennugjafar í númeruðu brunaviðvörunarkerfi,Hurðarsegull,uppsetning og tenging,03.02.2025,4.46
SÉR- OG STJÓRNKERFI,Hurðarpumpur og spennugjafar í rásaskiptu brunaviðvörunarkerfi,Hurðarsegulgrip (segull og mótstykki),uppsetning og tenging,01.02.2014,4.46
SÉR- OG STJÓRNKERFI,Hússtjórnarkerfi,2 Faldur rofliði á loft ,,23.11.2009,3.38
SÉR- OG STJÓRNKERFI,Hússtjórnarkerfi,24V DC/4f.gardínuliði 6A,-,26.11.2009,3.84
SÉR- OG STJÓRNKERFI,Hússtjórnarkerfi,Alhliða ljósdeyfir 1x500W,-,01.12.2009,3.86
SÉR- OG STJÓRNKERFI,Hússtjórnarkerfi,Alhliða ljósdeyfir 2x300W.,-,01.12.2009,4.28
SÉR- OG STJÓRNKERFI,Hússtjórnarkerfi,Alhliða ljósdeyfir 50-315 W,-,04.03.2009,4.28
SÉR- OG STJÓRNKERFI,Hússtjórnarkerfi,Alhliða snúruljósdeyfir 50-315 W,-,04.03.2009,2
SÉR- OG STJÓRNKERFI,Hússtjórnarkerfi,Binary 8g 230.,-,26.11.2009,2.52
SÉR- OG STJÓRNKERFI,Hússtjórnarkerfi,Birtu og hitanemi,-,01.12.2009,1.84
SÉR- OG STJÓRNKERFI,Hússtjórnarkerfi,Birtuskynjari,innilýsing,25.11.2009,2.52
SÉR- OG STJÓRNKERFI,Hússtjórnarkerfi,Birtuskynjari,Útilýsing,25.11.2009,2.1
SÉR- OG STJÓRNKERFI,Hússtjórnarkerfi,DALI- Gateway REG,-,26.11.2009,3.06
SÉR- OG STJÓRNKERFI,Hússtjórnarkerfi,Dós f. Berker skjá,-,01.12.2009,4
SÉR- OG STJÓRNKERFI,Hússtjórnarkerfi,Funk Instabus breytir,-,25.11.2009,1.44
SÉR- OG STJÓRNKERFI,Hússtjórnarkerfi,Hitaliði 6.f. triac,-,30.11.2009,5.96
SÉR- OG STJÓRNKERFI,Hússtjórnarkerfi,Hliðrænn útgangur 4.faldur,-,26.11.2009,2.04
SÉR- OG STJÓRNKERFI,Hússtjórnarkerfi,Hreyfiskynjari 180°,-,25.11.2009,1.3
SÉR- OG STJÓRNKERFI,Hússtjórnarkerfi,Hreyfiskynjari 180°,Í loftdós,25.11.2009,1.02
SÉR- OG STJÓRNKERFI,Hússtjórnarkerfi,Hreyfiskynjari 180°,Í veggdós,25.11.2009,1.02
SÉR- OG STJÓRNKERFI,Hússtjórnarkerfi,"Hreyfiskynjari comf. (Fjölhæfur) 1,1m.",-,01.12.2009,1
SÉR- OG STJÓRNKERFI,Hússtjórnarkerfi,Inn/útgangur alhliða,4. faldur,26.11.2009,2.04
SÉR- OG STJÓRNKERFI,Hússtjórnarkerfi,Inn/útgangur alhliða,8 Faldur,26.11.2009,3.72
SÉR- OG STJÓRNKERFI,Hússtjórnarkerfi,IP central REG instabus,-,26.11.2009,3.86
SÉR- OG STJÓRNKERFI,Hússtjórnarkerfi,Línudeilir,-,26.11.2009,2.26
SÉR- OG STJÓRNKERFI,Hússtjórnarkerfi,Línutengill (BCU),uppsetning og tenging,26.11.2009,1.08
SÉR- OG STJÓRNKERFI,Hússtjórnarkerfi,Ljósdeyfiliði 1-10V,Á loft,01.12.2009,2.96
SÉR- OG STJÓRNKERFI,Hússtjórnarkerfi,Ljósdeyfiliði 1-10V,Í skáp,01.12.2009,5.58
SÉR- OG STJÓRNKERFI,Hússtjórnarkerfi,Ljósdeyfir / rofi 4 faldur 210W,-,01.12.2009,5.12
SÉR- OG STJÓRNKERFI,Hússtjórnarkerfi,Ljósdeyfir viðauki 500.W.,-,01.12.2009,2.24
SÉR- OG STJÓRNKERFI,Hússtjórnarkerfi,Ofnloki 230V Á/AF m/ millihring,-,01.12.2009,2
SÉR- OG STJÓRNKERFI,Hússtjórnarkerfi,Ofnloki 24V Á/AF m/millihring,-,01.12.2009,2
SÉR- OG STJÓRNKERFI,Hússtjórnarkerfi,Ofnloki Stiglaus EIB,-,01.12.2009,2
SÉR- OG STJÓRNKERFI,Hússtjórnarkerfi,Radío móttakari 50 rásir,-,26.11.2009,1.44
SÉR- OG STJÓRNKERFI,Hússtjórnarkerfi,Rafeindastraumfesta í lampa,1 Pera,05.03.2009,1.32
SÉR- OG STJÓRNKERFI,Hússtjórnarkerfi,Rafeindastraumfesta í lampa,2- 3  Perur,05.03.2009,1.8
SÉR- OG STJÓRNKERFI,Hússtjórnarkerfi,Rafeindastraumfesta í lampa,4 Perur,05.03.2009,2.28
SÉR- OG STJÓRNKERFI,Hússtjórnarkerfi,Rammi f. MT701ct gler,-,01.12.2009,2.2
SÉR- OG STJÓRNKERFI,Hússtjórnarkerfi,Rofaliði í rofadós eða loftdós (t.d. Plejd eða Shelly),-,26.11.2009,1.83
SÉR- OG STJÓRNKERFI,Hússtjórnarkerfi,Rofi  Hv ,1 F -4F,01.12.2009,1
SÉR- OG STJÓRNKERFI,Hússtjórnarkerfi,Rofi  Hv ,3F-5F með thermostati,01.12.2009,1
SÉR- OG STJÓRNKERFI,Hússtjórnarkerfi,Rofi x16/ tjald x 8 16A,-,26.11.2009,5.3
SÉR- OG STJÓRNKERFI,Hússtjórnarkerfi,Rofi x8/ tjald x4. 16A,-,26.11.2009,3.84
SÉR- OG STJÓRNKERFI,Hússtjórnarkerfi,Skjár  MT701ct hvítur,-,01.12.2009,5.46
SÉR- OG STJÓRNKERFI,Hússtjórnarkerfi,"Snjallrofi, t.d. shelly ofl",,09.02.2016,1.83
SÉR- OG STJÓRNKERFI,Hússtjórnarkerfi,Spennugjafi fyrir hússtjórnarkerfi 320 mA,-,26.11.2009,3.06
SÉR- OG STJÓRNKERFI,Hússtjórnarkerfi,Spennugjafi fyrir hússtjórnarkerfi 640 mA,-,26.11.2009,4.28
SÉR- OG STJÓRNKERFI,Hússtjórnarkerfi,Stýrieining,1-10V.,26.11.2009,2.68
SÉR- OG STJÓRNKERFI,Hússtjórnarkerfi,Stýrieining,3.f. 1-10V.REG,26.11.2009,5.16
SÉR- OG STJÓRNKERFI,Hússtjórnarkerfi,Töfluliði 16 F,-,25.11.2009,11.38
SÉR- OG STJÓRNKERFI,Hússtjórnarkerfi,Töfluliði 2 F,-,23.11.2009,3.1
SÉR- OG STJÓRNKERFI,Hússtjórnarkerfi,Töfluliði 4 F,-,23.11.2009,4.74
SÉR- OG STJÓRNKERFI,Hússtjórnarkerfi,Töfluliði 6 F,-,23.11.2009,5.58
SÉR- OG STJÓRNKERFI,Hússtjórnarkerfi,Töfluliði 8 F,-,23.11.2009,6.42
SÉR- OG STJÓRNKERFI,Hússtjórnarkerfi,Veðurstöð sambyggð. KNXEIB,-,01.12.2009,3.3
SÉR- OG STJÓRNKERFI,Hússtjórnarkerfi,Viðveruskynjari comf.( Fjölhæfur),-,01.12.2009,1
SÉR- OG STJÓRNKERFI,I/O einingar fyrir númerað brunaviðvörunarkerfi,Inngangs / útgangseining (IO),tenging við loftræsikerfi,22.11.2024,3.1
SÉR- OG STJÓRNKERFI,I/O einingar fyrir númerað brunaviðvörunarkerfi,Inngangs / útgangseining (IO),uppsetning og tenging,01.03.2014,3.1
SÉR- OG STJÓRNKERFI,I/O einingar fyrir númerað brunaviðvörunarkerfi,Slaufukort í vistfangsbrunastöð ,korti smellt í sökkul og virkja í stöð,03.02.2025,3.1
SÉR- OG STJÓRNKERFI,Kallkerfi,Kallkerfisstöð,-,01.01.2000,5
SÉR- OG STJÓRNKERFI,Kallkerfi,Línur í kallkerfi,-,01.01.2000,0.5
SÉR- OG STJÓRNKERFI,Kallkerfi,"Undirstöð í kallkerfi, ein lína",-,01.01.2000,1.1
SÉR- OG STJÓRNKERFI,Klukkukerfi,Stimpilklukka,-,01.01.2000,2.5
SÉR- OG STJÓRNKERFI,Klukkukerfi,Stjórnklukka,-,01.01.2000,8
SÉR- OG STJÓRNKERFI,Klukkukerfi,Undirklukka,-,01.01.2000,2.5
SÉR- OG STJÓRNKERFI,Krosstengibretti og ljósleiðaraskúffur,19 tommu fjöltengi,-,04.10.2019,1
SÉR- OG STJÓRNKERFI,Krosstengibretti og ljósleiðaraskúffur,19 tommu skipuleggjari,uppsetning í 19'' rekka,04.10.2019,1
SÉR- OG STJÓRNKERFI,Krosstengibretti og ljósleiðaraskúffur,Krosstengibretti,uppsetning í 19'' rekka,09.05.2025,1
