Main_category,Sub_category,Item,Conditions,Effective_date,Unit_cost
LAGNALEIÐIR,"Inntaksrör, lóðarlagnir og brunnar",Inntaksrör  PE <=25 mm,m lagt í jörðu 21-40 m,01.07.2024,0.63
LAGNALEIÐIR,"Inntaksrör, lóðarlagnir og brunnar",Inntaksrör  PE <=25 mm,m lagt í jörðu 41-60 m,01.07.2024,0.46
LAGNALEIÐIR,"Inntaksrör, lóðarlagnir og brunnar",Inntaksrör PE 032 mm,lagt í jörðu <= 20 m,01.07.2024,1.25
LAGNALEIÐIR,"Inntaksrör, lóðarlagnir og brunnar",Inntaksrör PE 032 mm,lagt í jörðu >60 m,01.07.2024,0.3
LAGNALEIÐIR,"Inntaksrör, lóðarlagnir og brunnar",Inntaksrör PE 032 mm,lagt í jörðu 21-40 m,01.07.2024,0.63
LAGNALEIÐIR,"Inntaksrör, lóðarlagnir og brunnar",Inntaksrör PE 032 mm,lagt í jörðu 41-60 m,01.07.2024,0.46
LAGNALEIÐIR,"Inntaksrör, lóðarlagnir og brunnar",Inntaksrör PE 040 mm,lagt í jörðu <= 20 m,01.07.2024,1.25
LAGNALEIÐIR,"Inntaksrör, lóðarlagnir og brunnar",Inntaksrör PE 040 mm,lagt í jörðu >60 m,01.07.2024,0.3
LAGNALEIÐIR,"Inntaksrör, lóðarlagnir og brunnar",Inntaksrör PE 040 mm,lagt í jörðu 21-40 m,01.07.2024,0.63
LAGNALEIÐIR,"Inntaksrör, lóðarlagnir og brunnar",Inntaksrör PE 040 mm,lagt í jörðu 41-60 m,01.07.2024,0.46
LAGNALEIÐIR,"Inntaksrör, lóðarlagnir og brunnar",Inntaksrör PE 050 mm,lagt í jörðu <= 20 m,01.07.2020,1.25
LAGNALEIÐIR,"Inntaksrör, lóðarlagnir og brunnar",Inntaksrör PE 050 mm,lagt í jörðu >60 m,01.07.2024,0.3
LAGNALEIÐIR,"Inntaksrör, lóðarlagnir og brunnar",Inntaksrör PE 050 mm,lagt í jörðu 21-40 m,01.07.2024,0.63
LAGNALEIÐIR,"Inntaksrör, lóðarlagnir og brunnar",Inntaksrör PE 050 mm,lagt í jörðu 41-60 m,01.07.2024,0.46
LAGNALEIÐIR,"Inntaksrör, lóðarlagnir og brunnar",Inntaksrör PE 063 mm,lagt í jörðu <= 20 m,01.07.2024,1.5
LAGNALEIÐIR,"Inntaksrör, lóðarlagnir og brunnar",Inntaksrör PE 063 mm,lagt í jörðu >60 m,01.07.2024,0.38
LAGNALEIÐIR,"Inntaksrör, lóðarlagnir og brunnar",Inntaksrör PE 063 mm,lagt í jörðu 21-40 m,01.07.2024,0.75
LAGNALEIÐIR,"Inntaksrör, lóðarlagnir og brunnar",Inntaksrör PE 063 mm,lagt í jörðu 41-60 m,01.07.2024,0.56
LAGNALEIÐIR,"Inntaksrör, lóðarlagnir og brunnar",Inntaksrör PE 075 mm,lagt í jörðu <= 20 m,01.07.2024,1.5
LAGNALEIÐIR,"Inntaksrör, lóðarlagnir og brunnar",Inntaksrör PE 075 mm,lagt í jörðu >60 m,01.07.2024,0.38
LAGNALEIÐIR,"Inntaksrör, lóðarlagnir og brunnar",Inntaksrör PE 075 mm,lagt í jörðu 21-40 m,01.07.2024,0.75
LAGNALEIÐIR,"Inntaksrör, lóðarlagnir og brunnar",Inntaksrör PE 075 mm,lagt í jörðu 41-60 m,01.07.2024,0.56
LAGNALEIÐIR,"Inntaksrör, lóðarlagnir og brunnar",Inntaksrör PE 090 mm,lagt í jörðu <= 20 m,01.07.2024,1.85
LAGNALEIÐIR,"Inntaksrör, lóðarlagnir og brunnar",Inntaksrör PE 090 mm,lagt í jörðu >60 m,01.07.2024,0.46
LAGNALEIÐIR,"Inntaksrör, lóðarlagnir og brunnar",Inntaksrör PE 090 mm,lagt í jörðu 21-40 m,01.07.2024,0.93
LAGNALEIÐIR,"Inntaksrör, lóðarlagnir og brunnar",Inntaksrör PE 090 mm,lagt í jörðu 41-60 m,01.07.2024,0.67
LAGNALEIÐIR,"Inntaksrör, lóðarlagnir og brunnar",Inntaksrör PE 110 mm,lagt í jörðu <= 20 m,01.07.2020,1.85
LAGNALEIÐIR,"Inntaksrör, lóðarlagnir og brunnar",Inntaksrör PE 110 mm,lagt í jörðu >60 m,01.07.2024,0.46
LAGNALEIÐIR,"Inntaksrör, lóðarlagnir og brunnar",Inntaksrör PE 110 mm,lagt í jörðu 21-40 m,01.07.2024,0.93
LAGNALEIÐIR,"Inntaksrör, lóðarlagnir og brunnar",Inntaksrör PE 110 mm,lagt í jörðu 41-60 m,01.07.2024,0.67
LAGNALEIÐIR,"Inntaksrör, lóðarlagnir og brunnar",Inntaksrör PE 125 mm,lagt í jörðu <= 20 m,01.07.2024,2.07
LAGNALEIÐIR,"Inntaksrör, lóðarlagnir og brunnar",Inntaksrör PE 125 mm,lagt í jörðu >60 m,01.07.2024,0.68
LAGNALEIÐIR,"Inntaksrör, lóðarlagnir og brunnar",Inntaksrör PE 125 mm,lagt í jörðu 21-40 m,01.07.2024,1.15
LAGNALEIÐIR,"Inntaksrör, lóðarlagnir og brunnar",Inntaksrör PE 125 mm,lagt í jörðu 41-60 m,01.07.2024,0.89
LAGNALEIÐIR,"Inntaksrör, lóðarlagnir og brunnar",Inntaksrör PE 140 mm,lagt í jörðu <= 20 m,01.07.2024,2.07
LAGNALEIÐIR,"Inntaksrör, lóðarlagnir og brunnar",Inntaksrör PE 140 mm,lagt í jörðu >60 m,01.07.2024,0.68
LAGNALEIÐIR,"Inntaksrör, lóðarlagnir og brunnar",Inntaksrör PE 140 mm,lagt í jörðu 21-40 m,01.07.2024,1.15
LAGNALEIÐIR,"Inntaksrör, lóðarlagnir og brunnar",Inntaksrör PE 140 mm,lagt í jörðu 41-60 m,01.07.2024,0.89
LAGNALEIÐIR,"Inntaksrör, lóðarlagnir og brunnar",Inntaksrör PE 160 mm,141-160 mm,01.07.2024,2.29
LAGNALEIÐIR,"Inntaksrör, lóðarlagnir og brunnar",Inntaksrör PE 160 mm,lagt í jörðu >60 m,01.07.2024,0.9
LAGNALEIÐIR,"Inntaksrör, lóðarlagnir og brunnar",Inntaksrör PE 160 mm,lagt í jörðu 21-40 m,01.07.2020,1.37
LAGNALEIÐIR,"Inntaksrör, lóðarlagnir og brunnar",Inntaksrör PE 160 mm,lagt í jörðu 41-60 m,01.07.2024,1.11
LAGNALEIÐIR,"Inntaksrör, lóðarlagnir og brunnar",Inntaksrör PE 200 mm,lagt í jörðu <= 20 m,01.07.2024,2.51
LAGNALEIÐIR,"Inntaksrör, lóðarlagnir og brunnar",Inntaksrör PE 200 mm,lagt í jörðu > 60 m,01.07.2024,1.12
LAGNALEIÐIR,"Inntaksrör, lóðarlagnir og brunnar",Inntaksrör PE 200 mm,lagt í jörðu 21-40 m,01.07.2024,1.59
LAGNALEIÐIR,"Inntaksrör, lóðarlagnir og brunnar",Inntaksrör PE 200 mm,lagt í jörðu 41-60 m,01.07.2020,1.33
LAGNALEIÐIR,"Inntaksrör, lóðarlagnir og brunnar",Merkiborði í skurð,m lagðir,01.01.2000,0.03
LAGNALEIÐIR,"Inntaksrör, lóðarlagnir og brunnar",Plastbarki 110 mm (heavy duty),<= 20 m lagðir í jörðu,01.01.2024,1.9
LAGNALEIÐIR,"Inntaksrör, lóðarlagnir og brunnar",Plastbarki 110 mm (heavy duty),> 60 m lagðir í jörðu,01.01.2024,0.48
LAGNALEIÐIR,"Inntaksrör, lóðarlagnir og brunnar",Plastbarki 110 mm (heavy duty),21-40 m lagðir í jörðu,01.01.2024,0.95
LAGNALEIÐIR,"Inntaksrör, lóðarlagnir og brunnar",Plastbarki 110 mm (heavy duty),41-60 m lagðir í jörðu,01.01.2024,0.69
LAGNALEIÐIR,"Inntaksrör, lóðarlagnir og brunnar",Plastbarki 160 mm (heavy duty),<= 20 m lagðir í jörðu,01.01.2024,2.29
LAGNALEIÐIR,"Inntaksrör, lóðarlagnir og brunnar",Plastbarki 160 mm (heavy duty),> 60 m lagðir í jörðu,01.01.2024,0.9
LAGNALEIÐIR,"Inntaksrör, lóðarlagnir og brunnar",Plastbarki 160 mm (heavy duty),21-40 m lagðir í jörðu,01.01.2024,1.37
LAGNALEIÐIR,"Inntaksrör, lóðarlagnir og brunnar",Plastbarki 160 mm (heavy duty),41-60 m lagðir í jörðu,01.01.2024,1.11
LAGNALEIÐIR,"Inntaksrör, lóðarlagnir og brunnar",Plastbarki 40 mm (heavy duty) ,<= 20 m lagðir í jörðu,01.01.2024,1.05
LAGNALEIÐIR,"Inntaksrör, lóðarlagnir og brunnar",Plastbarki 40 mm (heavy duty) ,> 60 m lagðir í jörðu,01.01.2024,0.31
LAGNALEIÐIR,"Inntaksrör, lóðarlagnir og brunnar",Plastbarki 40 mm (heavy duty) ,21-40 m lagðir í jörðu,01.01.2024,0.65
LAGNALEIÐIR,"Inntaksrör, lóðarlagnir og brunnar",Plastbarki 40 mm (heavy duty) ,41-60 m lagðir í jörðu,01.01.2024,0.47
LAGNALEIÐIR,"Inntaksrör, lóðarlagnir og brunnar",Plastbarki 63 mm (heavy duty),<= 20 m lagðir í jörðu,01.01.2024,1.45
LAGNALEIÐIR,"Inntaksrör, lóðarlagnir og brunnar",Plastbarki 63 mm (heavy duty),> 60 m lagðir í jörðu,01.01.2024,0.37
LAGNALEIÐIR,"Inntaksrör, lóðarlagnir og brunnar",Plastbarki 63 mm (heavy duty),21-40 m lagðir í jörðu,01.01.2024,0.73
LAGNALEIÐIR,"Inntaksrör, lóðarlagnir og brunnar",Plastbarki 63 mm (heavy duty),41-60 m lagðir í jörðu,01.01.2024,0.54
LAGNALEIÐIR,"Inntaksrör, lóðarlagnir og brunnar",Plastbarki 75 mm (heavy duty),<= 20 m lagðir í jörðu,01.01.2024,1.55
LAGNALEIÐIR,"Inntaksrör, lóðarlagnir og brunnar",Plastbarki 75 mm (heavy duty),> 60 m lagðir í jörðu,01.01.2024,0.39
LAGNALEIÐIR,"Inntaksrör, lóðarlagnir og brunnar",Plastbarki 75 mm (heavy duty),21-40 m lagðir í jörðu,01.01.2024,0.77
LAGNALEIÐIR,"Inntaksrör, lóðarlagnir og brunnar",Plastbarki 75 mm (heavy duty),41-60 m lagðir í jörðu,01.01.2024,0.58
LAGNALEIÐIR,"Inntaksrör, lóðarlagnir og brunnar",Plastbarki 90 mm (heavy duty),<= 20 m lagðir í jörðu,01.01.2024,1.8
LAGNALEIÐIR,"Inntaksrör, lóðarlagnir og brunnar",Plastbarki 90 mm (heavy duty),> 60 m lagðir í jörðu,01.01.2024,0.44
LAGNALEIÐIR,"Inntaksrör, lóðarlagnir og brunnar",Plastbarki 90 mm (heavy duty),21-40 m lagðir í jörðu,01.01.2024,0.91
LAGNALEIÐIR,"Inntaksrör, lóðarlagnir og brunnar",Plastbarki 90 mm (heavy duty),41-60 m lagðir í jörðu,01.01.2024,0.65
LAGNALEIÐIR,"Inntaksrör, lóðarlagnir og brunnar",Skurðurgröftur,heildarverð per m fyrir 1-3 rör rétt undir gólfplötu,09.05.2025,0
LAGNALEIÐIR,"Inntaksrör, lóðarlagnir og brunnar",Skurðurgröftur,"m í skurði, án klapparbrots",12.12.2025,0
LAGNALEIÐIR,"Inntaksrör, lóðarlagnir og brunnar",Skurðurgröftur,"m í skurði, klapparbrot <= 50 cm",12.12.2025,0
LAGNALEIÐIR,"Inntaksrör, lóðarlagnir og brunnar",Skurðurgröftur,"m í skurði, klapparbrot > 50 cm",12.12.2025,0
LAGNALEIÐIR,"Inntaksrör, lóðarlagnir og brunnar",Sögun á kantstein,stk ,12.12.2025,0
LAGNALEIÐIR,"Inntaksrör, lóðarlagnir og brunnar",Sögun á malbiki/steypu,m ,12.12.2025,0
LAGNALEIÐIR,"Inntaksrör, lóðarlagnir og brunnar",Söndun í skurð,undir og yfir strengi,12.12.2025,0
LAGNALEIÐIR,"Inntaksrör, lóðarlagnir og brunnar",Strenghlíf úr plasti yfir jarðstreng í skurði,m lagðir,01.01.2000,0.05
LAGNALEIÐIR,"Inntaksrör, lóðarlagnir og brunnar",Upprif á hellum,m²,12.12.2025,0
LAGNALEIÐIR,"Inntaksrör, lóðarlagnir og brunnar",Upprif á malbiki,m²,12.12.2025,0
LAGNALEIÐIR,"Inntaksrör, lóðarlagnir og brunnar","Yfirborðsfrágangur eftir skurðgröft, hellur",m²,12.12.2025,0
LAGNALEIÐIR,"Inntaksrör, lóðarlagnir og brunnar","Yfirborðsfrágangur eftir skurðgröft, kantsteinn",m ,12.12.2025,0
LAGNALEIÐIR,"Inntaksrör, lóðarlagnir og brunnar","Yfirborðsfrágangur eftir skurðgröft, malbik",m²,12.12.2025,0
LAGNALEIÐIR,Rör og barkar,Álrör 16 mm,"Sýnilegar utanál röralagnir ál, borgöt festingar innif.",01.01.2000,0.76
LAGNALEIÐIR,Rör og barkar,Álrör 20 mm,"Sýnilegar utanál röralagnir ál, borgöt festingar innif.",01.01.2000,0.8
LAGNALEIÐIR,Rör og barkar,Álrör 25 mm,"Sýnilegar utanál röralagnir ál, borgöt festingar innif.",01.12.2007,1.02
LAGNALEIÐIR,Rör og barkar,Álrör 32 mm,"Sýnilegar utanál röralagnir ál, borgöt festingar innif.",01.12.2007,1.17
LAGNALEIÐIR,Rör og barkar,Álrör 40 mm,"Sýnilegar utanál röralagnir ál, borgöt festingar innif.",01.12.2007,1.32
LAGNALEIÐIR,Rör og barkar,Álrör 50 mm,"Sýnilegar utanál röralagnir ál, borgöt festingar innif.",01.12.2007,1.61
LAGNALEIÐIR,Rör og barkar,Álrör 60 mm,"Sýnilegar utanál röralagnir ál, borgöt festingar innif.",01.12.2007,1.99
LAGNALEIÐIR,Rör og barkar,Álrör 75 mm,"Sýnilegar utanál röralagnir ál, borgöt festingar innif.",01.12.2007,2.23
LAGNALEIÐIR,Rör og barkar,Barki 16 mm,"Huldar utanáliggjandi barkalagnir, festar m. spennum borgöt innif.",01.01.2000,0.58
LAGNALEIÐIR,Rör og barkar,"Barki 16 mm, sýnilegur",utanáliggjandi + festingar,01.12.2007,0.94
LAGNALEIÐIR,Rör og barkar,Barki 20 mm  ,"Huldar utanáliggjandi barkalagnir, festar m. spennum borgöt innif",01.01.2000,0.62
LAGNALEIÐIR,Rör og barkar,"Barki 20 mm, sýnilegur",utanáliggjandi + festingar,28.03.2017,0.98
LAGNALEIÐIR,Rör og barkar,Barki 25 mm  ,"Huldar utanáliggjandi barkalagnir, festar m. spennum borgöt innif",01.12.2007,0.84
LAGNALEIÐIR,Rör og barkar,"Barki 25 mm, sýnilegur",utanáliggjandi + festingar,01.12.2007,1.1
LAGNALEIÐIR,Rör og barkar,Barki 32 mm ,"Huldar utanáliggjandi barkalagnir, festar m. spennum borgöt innif",01.12.2007,0.99
LAGNALEIÐIR,Rör og barkar,"Barki 32 mm, sýnilegur",utanáliggjandi + festingar,28.03.2017,1.26
LAGNALEIÐIR,Rör og barkar,Barki 40 mm ,"Huldar utanáliggjandi barkalagnir, festar m. spennum borgöt innif",01.12.2007,1.14
LAGNALEIÐIR,Rör og barkar,"Barki 40 mm, sýnilegur",utanáliggjandi + festingar,28.03.2017,1.6
LAGNALEIÐIR,Rör og barkar,Barki 50 mm ,"Huldar utanáliggjandi barkalagnir, festar m. spennum borgöt innif",01.12.2007,1.43
LAGNALEIÐIR,Rör og barkar,"Barki 50 mm, sýnilegur",utanáliggjandi + festingar,01.12.2007,1.76
LAGNALEIÐIR,Rör og barkar,Barki 60 mm ,"Huldar utanáliggjandi barkalagnir, festar m. spennum borgöt innif",01.12.2007,1.82
LAGNALEIÐIR,Rör og barkar,Barki 75 mm  ,"Huldar utanáliggjandi barkalagnir, festar m. spennum borgöt innif",01.12.2007,2.06
LAGNALEIÐIR,Rör og barkar,Forídreginn barki 16 mm,í forsteypta plötur,14.11.2018,0.28
LAGNALEIÐIR,Rör og barkar,Forídreginn barki 16 mm,í steypu,25.09.2017,0.22
LAGNALEIÐIR,Rör og barkar,Forídreginn barki 16 mm,í steypu þétt járnagrind,19.09.2019,0.34
LAGNALEIÐIR,Rör og barkar,Forídreginn barki 20 mm,í forsteyptar plötur,14.11.2018,0.32
LAGNALEIÐIR,Rör og barkar,Forídreginn barki 20 mm,í steypu,10.09.2019,0.26
LAGNALEIÐIR,Rör og barkar,Forídreginn barki 20 mm,í steypu þétt járnagrind,19.09.2019,0.38
LAGNALEIÐIR,Rör og barkar,Forídreginn barki 25 mm,í forsteyptar plötur,01.06.2018,0.52
LAGNALEIÐIR,Rör og barkar,Forídreginn barki 25 mm,í steypu,25.09.2017,0.41
LAGNALEIÐIR,Rör og barkar,Forídreginn barki 25 mm,í steypu þétt járnagrind,25.09.2017,0.62
LAGNALEIÐIR,Rör og barkar,Forídreginn barki 32 mm,í forsteyptar plötur,01.06.2018,0.64
LAGNALEIÐIR,Rör og barkar,Forídreginn barki 32 mm,í steypu,25.09.2017,0.51
LAGNALEIÐIR,Rör og barkar,Forídreginn barki 32 mm,í steypu þétt járnagrind,25.09.2017,0.77
LAGNALEIÐIR,Rör og barkar,Ídregið girni,-,01.01.2000,0.1
LAGNALEIÐIR,Rör og barkar,Plaströr 100 mm,"Huldar utanáliggjandi röra, festar m. spennum borgöt innif",14.10.2024,2.4
LAGNALEIÐIR,Rör og barkar,Plaströr 100 mm,í forsteyptar plötur,14.10.2024,1.15
LAGNALEIÐIR,Rör og barkar,Plaströr 100 mm,"í steypumót, loft og veggi, venjuleg járnalögn",14.10.2024,0.92
LAGNALEIÐIR,Rör og barkar,Plaströr 100 mm,"í steypumót, loft, veggi, bita eða súlur með tvöfaldri, eða sérstaklega þéttri járnalögn. ",14.10.2024,1.39
LAGNALEIÐIR,Rör og barkar,Plaströr 110 mm,"Huldar utanáliggjandi röra, festar m. spennum borgöt innif",14.10.2024,2.5
LAGNALEIÐIR,Rör og barkar,Plaströr 110 mm,í forsteyptar plötur,14.10.2024,1.18
LAGNALEIÐIR,Rör og barkar,Plaströr 110 mm,"í steypumót, loft og veggi, venjuleg járnalögn",14.10.2024,0.95
LAGNALEIÐIR,Rör og barkar,Plaströr 110 mm,"í steypumót, loft, veggi, bita eða súlur með tvöfaldri, eða sérstaklega þéttri járnalögn. ",14.10.2024,1.43
LAGNALEIÐIR,Rör og barkar,Plaströr 150 mm,"Huldar utanáliggjandi röra, festar m. spennum borgöt innif",14.10.2024,3
LAGNALEIÐIR,Rör og barkar,Plaströr 150 mm,í forsteyptar plötur,14.10.2024,1.3
LAGNALEIÐIR,Rör og barkar,Plaströr 150 mm,"í steypumót, loft og veggi, venjuleg járnalögn",14.10.2024,1.1
LAGNALEIÐIR,Rör og barkar,Plaströr 150 mm,"í steypumót, loft, veggi, bita eða súlur með tvöfaldri, eða sérstaklega þéttri járnalögn. ",14.10.2024,1.6
LAGNALEIÐIR,Rör og barkar,Plaströr 16 mm ,"Huldar utanáliggjandi röra, festar m. spennum borgöt innif.",18.05.2016,0.58
LAGNALEIÐIR,Rör og barkar,Plaströr 16 mm ,í einangrun skurður innif. loft veggir,01.01.2000,0.5
LAGNALEIÐIR,Rör og barkar,Plaströr 16 mm ,í forsteyptar plötur,19.09.2019,0.26
LAGNALEIÐIR,Rör og barkar,Plaströr 16 mm ,í gifs eða kerfisveggi,01.01.2000,0.49
LAGNALEIÐIR,Rör og barkar,Plaströr 16 mm ,"í stein gólf veggir, rauf og festingar innif",01.10.2019,3.09
LAGNALEIÐIR,Rör og barkar,Plaströr 16 mm ,"í stein loft, rauf og festingar innif",01.10.2019,4.73
LAGNALEIÐIR,Rör og barkar,Plaströr 16 mm ,"í steinrauf, án raufar með festingum, loft",19.09.2019,0.57
LAGNALEIÐIR,Rör og barkar,Plaströr 16 mm ,"í steinrauf, án raufar með festingum, veggir og gólf",19.09.2019,0.57
LAGNALEIÐIR,Rör og barkar,Plaströr 16 mm ,"í steypumót, loft og veggi, venjuleg járnalögn. ",01.01.2000,0.2
LAGNALEIÐIR,Rör og barkar,Plaströr 16 mm ,"í steypumót, loft, veggi, bita eða súlur með tvöfaldri, eða sérstaklega þéttri járnalögn. ",01.01.2000,0.31
LAGNALEIÐIR,Rör og barkar,Plaströr 16 mm ,"í trégrind, vegg og loft",01.01.2000,0.4
LAGNALEIÐIR,Rör og barkar,Plaströr 16 mm ,"í trégrind, vegg og loft, borað og/eða sagað fyrir rörum",01.01.2000,0.49
LAGNALEIÐIR,Rör og barkar,Plaströr 16 mm ,í vikurrauf m/fest. og rauf.ál. v. gjallsteinn,19.09.2019,0.92
LAGNALEIÐIR,Rör og barkar,Plaströr 16 mm ,"í vikurvegg, m/festingu og rauf",01.01.2000,0.69
LAGNALEIÐIR,Rör og barkar,"Plaströr 16 mm u.l, grátt, formúffað ","Sýnilegar utanál röralagnir plast, borgöt festingar innif.",18.05.2016,0.76
LAGNALEIÐIR,Rör og barkar,Plaströr 20 mm,"Huldar utanáliggjandi röra, festar m. spennum borgöt innif",18.05.2016,0.62
LAGNALEIÐIR,Rör og barkar,Plaströr 20 mm,í einangrun og stei skurður innif. loft veggir,01.01.2000,0.54
LAGNALEIÐIR,Rör og barkar,Plaströr 20 mm,í forsteyptar plötur,19.09.2019,0.3
LAGNALEIÐIR,Rör og barkar,Plaströr 20 mm,í gifs eða kerfisveggi,01.01.2000,0.53
LAGNALEIÐIR,Rör og barkar,Plaströr 20 mm,"í stein gólf veggir, rauf og festingar innif",01.10.2019,3.13
LAGNALEIÐIR,Rör og barkar,Plaströr 20 mm,"í stein loft, rauf og festingar innif",01.10.2019,4.77
LAGNALEIÐIR,Rör og barkar,Plaströr 20 mm,"í steinrauf, án raufar með festingum, loft",19.09.2019,0.61
LAGNALEIÐIR,Rör og barkar,Plaströr 20 mm,"í steinrauf, án raufar með festingum, veggir og gólf",19.09.2019,0.61
LAGNALEIÐIR,Rör og barkar,Plaströr 20 mm,"í steypumót, loft og veggi, venjuleg járnalögn",01.01.2000,0.24
LAGNALEIÐIR,Rör og barkar,Plaströr 20 mm,"í steypumót, loft, veggi, bita eða súlur með tvöfaldri, eða sérstaklega þéttri járnalögn. ",01.01.2000,0.35
LAGNALEIÐIR,Rör og barkar,Plaströr 20 mm,"í trégrind, vegg og loft",01.01.2000,0.44
LAGNALEIÐIR,Rör og barkar,Plaströr 20 mm,"í trégrind, vegg og loft, borað og/eða sagað fyrir rörum",01.01.2000,0.53
LAGNALEIÐIR,Rör og barkar,Plaströr 20 mm,í vikurrauf m/fest. og rauf.ál. v. gjallsteinn,19.09.2019,0.96
LAGNALEIÐIR,Rör og barkar,Plaströr 20 mm,"í vikurvegg, rauf og festingar innifaldar",01.01.2000,0.73
LAGNALEIÐIR,Rör og barkar,"Plaströr 20 mm u.l, grátt, formúffað","Sýnilegar utanál röralagnir plast, borgöt festingar innif.",18.05.2016,0.8
LAGNALEIÐIR,Rör og barkar,Plaströr 25 mm,"Huldar utanáliggjandi röra, festar m. spennum borgöt innif",18.05.2016,0.84
LAGNALEIÐIR,Rör og barkar,Plaströr 25 mm,í einangrun og stei skurður innif. loft veggir,01.12.2007,0.74
LAGNALEIÐIR,Rör og barkar,Plaströr 25 mm,í forsteyptar plötur,01.06.2018,0.47
LAGNALEIÐIR,Rör og barkar,Plaströr 25 mm,í gifs eða kerfisveggi,01.12.2007,0.74
LAGNALEIÐIR,Rör og barkar,Plaströr 25 mm,"í stein gólf veggir, rauf og festingar innif",01.12.2007,3.94
LAGNALEIÐIR,Rör og barkar,Plaströr 25 mm,"í stein loft, rauf og festingar innif",01.12.2007,5.74
LAGNALEIÐIR,Rör og barkar,Plaströr 25 mm,"í steinrauf, án raufar með festingum, loft",01.09.2011,0.71
LAGNALEIÐIR,Rör og barkar,Plaströr 25 mm,"í steinrauf, án raufar með festingum, veggir og gólf",01.09.2011,0.71
LAGNALEIÐIR,Rör og barkar,Plaströr 25 mm,"í steypumót, loft og veggi, venjuleg járnalögn",01.12.2007,0.37
LAGNALEIÐIR,Rör og barkar,Plaströr 25 mm,"í steypumót, loft, veggi, bita eða súlur með tvöfaldri, eða sérstaklega þéttri járnalögn. ",01.12.2007,0.56
LAGNALEIÐIR,Rör og barkar,Plaströr 25 mm,"í trégrind, vegg og loft",01.12.2007,0.66
LAGNALEIÐIR,Rör og barkar,Plaströr 25 mm,"í trégrind, vegg og loft, borað og/eða sagað fyrir rörum",01.12.2007,0.74
LAGNALEIÐIR,Rör og barkar,Plaströr 25 mm,í vikurrauf m/fest. og rauf.ál. v. gjallsteinn,01.12.2007,1.24
LAGNALEIÐIR,Rör og barkar,Plaströr 25 mm,"í vikurvegg, m/festingu og rauf",01.12.2007,1.12
LAGNALEIÐIR,Rör og barkar,"Plaströr 25 mm u.l, grátt, formúffað","Sýnilegar utanál röralagnir plast, borgöt festingar innif.",18.05.2016,1.02
LAGNALEIÐIR,Rör og barkar,Plaströr 32 mm ,"Huldar utanáliggjandi röra, festar m. spennum borgöt innif",18.05.2016,0.99
LAGNALEIÐIR,Rör og barkar,Plaströr 32 mm ,í einangrun og stein skurður innif. loft veggir,01.12.2007,0.89
LAGNALEIÐIR,Rör og barkar,Plaströr 32 mm ,í forsteyptar plötur,01.06.2018,0.58
LAGNALEIÐIR,Rör og barkar,Plaströr 32 mm ,í gifs eða kerfisveggi,01.12.2007,0.89
LAGNALEIÐIR,Rör og barkar,Plaströr 32 mm ,"í steypumót, loft og veggi, venjuleg járnalögn",01.12.2007,0.46
LAGNALEIÐIR,Rör og barkar,Plaströr 32 mm ,"í steypumót, loft, veggi, bita eða súlur með tvöfaldri, eða sérstaklega þéttri járnalögn. ",01.12.2007,0.69
LAGNALEIÐIR,Rör og barkar,Plaströr 32 mm ,"í trégrind, vegg og loft",01.12.2007,0.81
LAGNALEIÐIR,Rör og barkar,Plaströr 32 mm ,"í trégrind, vegg og loft, borað og/eða sagað fyrir rörum",01.12.2007,0.89
LAGNALEIÐIR,Rör og barkar,Plaströr 32 mm ,í vikurrauf m/fest. og rauf.ál. v. gjallsteinn,01.12.2007,1.52
LAGNALEIÐIR,Rör og barkar,Plaströr 32 mm ,"í vikurvegg, m/festingu og rauf",01.12.2007,1.37
LAGNALEIÐIR,Rör og barkar,"Plaströr 32 mm u.l, grátt, formúffað","Sýnilegar utanál röralagnir plast, borgöt festingar innif.",18.05.2016,1.17
LAGNALEIÐIR,Rör og barkar,Plaströr 40 mm ,"Huldar utanáliggjandi röra, festar m. spennum borgöt innif",18.05.2016,1.14
LAGNALEIÐIR,Rör og barkar,Plaströr 40 mm ,í einangrun og stei skurður innif. loft veggir,01.12.2007,1.03
LAGNALEIÐIR,Rör og barkar,Plaströr 40 mm ,í forsteyptar plötur,01.06.2018,0.7
LAGNALEIÐIR,Rör og barkar,Plaströr 40 mm ,í gifs eða kerfisveggi,01.12.2007,1.03
LAGNALEIÐIR,Rör og barkar,Plaströr 40 mm ,"í steypumót, loft og veggi, venjuleg járnalögn",01.12.2007,0.56
LAGNALEIÐIR,Rör og barkar,Plaströr 40 mm ,"í steypumót, loft, veggi, bita eða súlur með tvöfaldri, eða sérstaklega þéttri járnalögn. ",01.12.2007,0.84
LAGNALEIÐIR,Rör og barkar,Plaströr 40 mm ,"í trégrind, vegg og loft",01.12.2007,0.96
LAGNALEIÐIR,Rör og barkar,Plaströr 40 mm ,"í trégrind, vegg og loft, borað og/eða sagað fyrir rörum",01.12.2007,1.03
LAGNALEIÐIR,Rör og barkar,Plaströr 40 mm ,í vikurrauf m/fest. og rauf.ál. v. gjallsteinn,01.12.2007,1.73
LAGNALEIÐIR,Rör og barkar,Plaströr 40 mm ,"í vikurvegg, m/festingu og rauf",01.12.2007,1.56
LAGNALEIÐIR,Rör og barkar,"Plaströr 40 mm u.l, grátt, formúffað","Sýnilegar utanál röralagnir plast, borgöt festingar innif.",18.05.2016,1.32
